"obs_n";"study_id";"study_name";"effect";"se";"t_stat";"est_agg_city";"est_agg_subregion";"est_agg_region";"est_agg_country";"est_agg_continent";"n_obs";"regressands";"reg_df";"study_size";"years_of_schooling";"years_of_experience";"schooling_years";"schooling_levels";"wage_log_hourly";"wage_log_daily";"wage_log_monthly";"wage_mean_annual_earnings";"data_type_micro";"data_type_survey";"data_type_national_register";"data_cross_section";"data_panel";"data_avgyear";"no_ed";"prim_ed";"sec_ed";"higher_ed";"wage_earners";"self_employed";"gender_male";"gender_female";"private_sector";"public_sector";"ethnicity_caucasian";"ethnicity_other";"sector_rural";"sector_urban";"country";"region_advanced_economies";"region_east_asia_and_pacific";"region_europe_and_central_asia";"region_latin_america_and_caribbean";"region_middle_east_and_north_africa";"region_south_asia";"region_sub_saharan_africa";"income_high";"income_middle";"income_low";"med_exp";"min_wage";"freedom_index";"mean_age";"method_ols";"method_cohort_fe";"method_2sls";"method_heckman";"method_probit";"method_IV";"ability_direct";"ability_proxy";"ability_uncontrolled";"ability_unmentioned";"instr_parents_ed";"instr_distance_to_school";"instr_other";"age_control";"age_sq_control";"exp_control";"exp_sq_control";"ethnicity_control";"health_control";"gender_control";"marriage_control";"occupation_control";"firm_char_control";"area_control";"macro_var_control";"impact_factor";"citations";"published";"unpublished";"pub_year";"X"
46;2;"Bartolj et al. (2013)";6.49865265642762;0.248755977007714;26.1246090831662;0;0;0;1;0;94065;7;94057;48;18;6.28;0;1;0;0;0;1;0;0;1;0;1;2006;"0";"0";"0";"1";NA;NA;"0.46172000000000002";"0.53827999999999998";"0.52400000000000002";"0.47599999999999998";1;0;NA;NA;"Slovenia";1;0;0;0;0;0;0;1;0;0;"10461";"1029";0.95;27.56;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0.03;16;1;0;34;"X"
47;2;"Bartolj et al. (2013)";6.75287594770395;0.492260097046374;13.7181055060569;0;0;0;1;0;94065;7;94057;48;20;6.28;0;1;0;0;0;1;0;0;1;0;1;2006;"0";"0";"0";"1";NA;NA;"0.46172000000000002";"0.53827999999999998";"0.52400000000000002";"0.47599999999999998";1;0;NA;NA;"Slovenia";1;0;0;0;0;0;0;1;0;0;"10461";"1029";0.95;27.56;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0.03;16;1;0;34;"X"
48;2;"Bartolj et al. (2013)";6.96464986152034;0.0888292236832654;78.4049389686653;0;0;0;1;0;94065;7;94057;48;22;6.28;0;1;0;0;0;1;0;0;1;0;1;2006;"0";"0";"0";"1";NA;NA;"0.46172000000000002";"0.53827999999999998";"0.52400000000000002";"0.47599999999999998";1;0;NA;NA;"Slovenia";1;0;0;0;0;0;0;1;0;0;"10461";"1029";0.95;27.56;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0.03;16;1;0;34;"X"
49;2;"Bartolj et al. (2013)";4.52544727981476;1.09834095215217;4.12025725795553;0;0;0;1;0;94065;7;94057;48;16;6.28;0;1;0;0;0;1;0;0;1;0;1;2008;"0";"0";"0";"1";NA;NA;"0.46172000000000002";"0.53827999999999998";"0.52400000000000002";"0.47599999999999998";1;0;NA;NA;"Slovenia";1;0;0;0;0;0;0;1;0;0;"11381";"1040";0.95;27.56;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0.03;16;1;0;34;"X"
50;2;"Bartolj et al. (2013)";6.38959880435326;0.202944209017842;31.4845091430597;0;0;0;1;0;94065;7;94057;48;18;6.28;0;1;0;0;0;1;0;0;1;0;1;2008;"0";"0";"0";"1";NA;NA;"0.46172000000000002";"0.53827999999999998";"0.52400000000000002";"0.47599999999999998";1;0;NA;NA;"Slovenia";1;0;0;0;0;0;0;1;0;0;"11381";"1040";0.95;27.56;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0.03;16;1;0;34;"X"
51;2;"Bartolj et al. (2013)";6.7721698009291;0.31817605232352;21.2843479308845;0;0;0;1;0;94065;7;94057;48;20;6.28;0;1;0;0;0;1;0;0;1;0;1;2008;"0";"0";"0";"1";NA;NA;"0.46172000000000002";"0.53827999999999998";"0.52400000000000002";"0.47599999999999998";1;0;NA;NA;"Slovenia";1;0;0;0;0;0;0;1;0;0;"11381";"1040";0.95;27.56;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0.03;16;1;0;34;"X"
52;2;"Bartolj et al. (2013)";5.67909618858344;0.485683870020524;11.6929890802086;0;0;0;1;0;94065;7;94057;48;22;6.28;0;1;0;0;0;1;0;0;1;0;1;2008;"0";"0";"0";"1";NA;NA;"0.46172000000000002";"0.53827999999999998";"0.52400000000000002";"0.47599999999999998";1;0;NA;NA;"Slovenia";1;0;0;0;0;0;0;1;0;0;"11381";"1040";0.95;27.56;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0.03;16;1;0;34;"X"
53;3;"Salas-Velasco (2006)";7.75;0.592371780172743;13.083;0;0;0;1;0;1321;3;1317;10;16.5299;12.6426;1;0;1;0;0;0;0;1;0;1;0;1997;"0";"0";"0";"1";"1";"0";"0.52160000000000006";"0.47839999999999999";"0.1552";"0.8448";1;0;NA;NA;"Spain";1;0;0;0;0;0;0;1;0;0;"12986";"1078";0.953;35.1725;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0.035;33;1;0;27;"X"
54;3;"Salas-Velasco (2006)";13.07;1.86076309794989;7.024;0;0;0;1;0;1321;3;1317;10;16.5299;12.6426;1;0;1;0;0;0;0;1;0;1;0;1997;"0";"0";"0";"1";"1";"0";"0.52160000000000006";"0.47839999999999999";"0.1552";"0.8448";1;0;NA;NA;"Spain";1;0;0;0;0;0;0;1;0;0;"12986";"1078";0.953;35.1725;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0.035;33;1;0;27;"X"
55;3;"Salas-Velasco (2006)";7.2;0.599900016663889;12.002;0;0;0;1;0;1321;13;1307;10;16.5299;12.6426;1;0;1;0;0;0;0;1;0;1;0;1997;"0";"0";"0";"1";"1";"0";"0.52160000000000006";"0.47839999999999999";"0.1552";"0.8448";1;0;NA;NA;"Spain";1;0;0;0;0;0;0;1;0;0;"12986";"1078";0.953;35.1725;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;1;0.035;33;1;0;27;"X"
56;3;"Salas-Velasco (2006)";12.06;1.81162685894547;6.657;0;0;0;1;0;1321;13;1307;10;16.5299;12.6426;1;0;1;0;0;0;0;1;0;1;0;1997;"0";"0";"0";"1";"1";"0";"0.52160000000000006";"0.47839999999999999";"0.1552";"0.8448";1;0;NA;NA;"Spain";1;0;0;0;0;0;0;1;0;0;"12986";"1078";0.953;35.1725;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;1;1;0;1;0.035;33;1;0;27;"X"
57;3;"Salas-Velasco (2006)";7.87;0.582402131280989;13.513;0;0;0;1;0;1321;4;1316;10;16.5299;12.6426;1;0;1;0;0;0;0;1;0;1;0;1997;"0";"0";"0";"1";"1";"0";"0.52160000000000006";"0.47839999999999999";"0.1552";"0.8448";1;0;NA;NA;"Spain";1;0;0;0;0;0;0;1;0;0;"12986";"1078";0.953;35.1725;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;1;0;1;0.035;33;1;0;27;"X"
58;3;"Salas-Velasco (2006)";7.27;0.591874949116665;12.283;0;0;0;1;0;1321;14;1306;10;16.5299;12.6426;1;0;1;0;0;0;0;1;0;1;0;1997;"0";"0";"0";"1";"1";"0";"0.52160000000000006";"0.47839999999999999";"0.1552";"0.8448";1;0;NA;NA;"Spain";1;0;0;0;0;0;0;1;0;0;"12986";"1078";0.953;35.1725;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;1;0;1;0.035;33;1;0;27;"X"
59;3;"Salas-Velasco (2006)";7.772;0.600479023410338;12.943;0;0;0;1;0;1321;4;1316;10;16.5299;12.6426;1;0;1;0;0;0;0;1;0;1;0;1997;"0";"0";"0";"1";"1";"0";"0.52160000000000006";"0.47839999999999999";"0.1552";"0.8448";1;0;NA;NA;"Spain";1;0;0;0;0;0;0;1;0;0;"12986";"1078";0.953;35.1725;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;1;0.035;33;1;0;27;"X"
60;3;"Salas-Velasco (2006)";12.96;1.88618832775433;6.871;0;0;0;1;0;1321;14;1306;10;16.5299;12.6426;1;0;1;0;0;0;0;1;0;1;0;1997;"0";"0";"0";"1";"1";"0";"0.52160000000000006";"0.47839999999999999";"0.1552";"0.8448";1;0;NA;NA;"Spain";1;0;0;0;0;0;0;1;0;0;"12986";"1078";0.953;35.1725;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;1;1;0;1;0.035;33;1;0;27;"X"
61;3;"Salas-Velasco (2006)";7.18;0.602247944975675;11.922;0;0;0;1;0;1321;4;1316;10;16.5299;12.6426;1;0;1;0;0;0;0;1;0;1;0;1997;"0";"0";"0";"1";"1";"0";"0.52160000000000006";"0.47839999999999999";"0.1552";"0.8448";1;0;NA;NA;"Spain";1;0;0;0;0;0;0;1;0;0;"12986";"1078";0.953;35.1725;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;1;0.035;33;1;0;27;"X"
62;3;"Salas-Velasco (2006)";11.97;1.82748091603053;6.55;0;0;0;1;0;1321;14;1306;10;16.5299;12.6426;1;0;1;0;0;0;0;1;0;1;0;1997;"0";"0";"0";"1";"1";"0";"0.52160000000000006";"0.47839999999999999";"0.1552";"0.8448";1;0;NA;NA;"Spain";1;0;0;0;0;0;0;1;0;0;"12986";"1078";0.953;35.1725;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;1;1;0;1;0.035;33;1;0;27;"X"
63;4;"Lillo-Bañuls & Casado-Díaz (2010)";6.8;0.18;37.7777777777778;0;0;0;1;0;18623;3;18619;5;10.45;18;1;0;1;0;0;0;0;1;0;0;1;2001;NA;NA;NA;NA;"1";"0";NA;NA;"0.5";"0.5";1;0;NA;NA;"Spain";1;0;0;0;0;0;0;1;0;0;"15116";"1045";0.955;34.45;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0.012;36;1;0;31;"X"
64;4;"Lillo-Bañuls & Casado-Díaz (2010)";7.23;0.23;31.4347826086957;0;0;0;1;0;8840;8;8831;5;9.52;9;1;0;1;0;0;0;0;1;0;0;1;2001;NA;NA;NA;NA;"1";"0";NA;NA;"0.5";"0.5";1;0;NA;NA;"Spain";1;0;0;0;0;0;0;1;0;0;"15116";"1045";0.955;24.52;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0.012;36;1;0;31;"X"
65;4;"Lillo-Bañuls & Casado-Díaz (2010)";6.4;0.27;23.7037037037037;0;0;0;1;0;9783;8;9774;5;11.33;27;1;0;1;0;0;0;0;1;0;0;1;2001;NA;NA;NA;NA;"1";"0";NA;NA;"0.5";"0.5";1;0;NA;NA;"Spain";1;0;0;0;0;0;0;1;0;0;"15116";"1045";0.955;44.33;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0.012;36;1;0;31;"X"
66;4;"Lillo-Bañuls & Casado-Díaz (2010)";7.51;0.22;34.1363636363636;0;0;0;1;0;11781;8;11772;5;10.01;18;1;0;1;0;0;0;0;1;0;0;1;2001;NA;NA;NA;NA;"1";"0";"1";"0";"0.5";"0.5";1;0;NA;NA;"Spain";1;0;0;0;0;0;0;1;0;0;"15116";"1045";0.955;34.01;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0.012;36;1;0;31;"X"
67;4;"Lillo-Bañuls & Casado-Díaz (2010)";6.4;0.31;20.6451612903226;0;0;0;1;0;6842;8;6833;5;11.21;18;1;0;1;0;0;0;0;1;0;0;1;2001;NA;NA;NA;NA;"1";"0";"0";"1";"0.5";"0.5";1;0;NA;NA;"Spain";1;0;0;0;0;0;0;1;0;0;"15116";"1045";0.955;35.21;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0.012;36;1;0;31;"X"
68;5;"Wincenciak (2020)";8.12;0.07;116;0;0;1;0;0;964279;147;964131;8;11.2394347826087;27.9660434782609;1;0;1;0;0;0;1;0;0;0;1;2006;NA;NA;NA;NA;NA;NA;"0.47708695652173899";"0.52291304347826095";"0.4";"0.6";1;0;NA;NA;"Poland";1;0;0;0;0;0;0;1;0;0;"5548";"312";0.976;45.2054782608696;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;1;1;0;1;0.097;2;1;0;41;"X"
69;5;"Wincenciak (2020)";7.19;0.1;71.9;0;0;1;0;0;964279;148;964130;8;11.2394347826087;27.9660434782609;1;0;1;0;0;0;1;0;0;0;1;2006;NA;NA;NA;NA;NA;NA;"0.47708695652173899";"0.52291304347826095";"0.4";"0.6";1;0;NA;NA;"Poland";1;0;0;0;0;0;0;1;0;0;"5548";"312";0.976;45.2054782608696;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;1;1;0;1;0.097;2;1;0;41;"X"
70;5;"Wincenciak (2020)";7.4;0.07;105.714285714286;0;0;1;0;0;964279;148;964130;8;11.2394347826087;27.9660434782609;1;0;1;0;0;0;1;0;0;0;1;2006;NA;NA;NA;NA;NA;NA;"0.47708695652173899";"0.52291304347826095";"0.4";"0.6";1;0;NA;NA;"Poland";1;0;0;0;0;0;0;1;0;0;"5548";"312";0.976;45.2054782608696;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;1;1;0;0;0.097;2;1;0;41;"X"
71;5;"Wincenciak (2020)";6.45;0.1;64.5;0;0;1;0;0;964279;149;964129;8;11.2394347826087;27.9660434782609;1;0;1;0;0;0;1;0;0;0;1;2006;NA;NA;NA;NA;NA;NA;"0.47708695652173899";"0.52291304347826095";"0.4";"0.6";1;0;NA;NA;"Poland";1;0;0;0;0;0;0;1;0;0;"5548";"312";0.976;45.2054782608696;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;1;1;0;0;0.097;2;1;0;41;"X"
72;5;"Wincenciak (2020)";8.01;1.17;6.84615384615385;0;0;1;0;0;971893;122;971770;8;11.2394347826087;27.9660434782609;1;0;1;0;0;0;1;0;0;0;1;2006;NA;NA;NA;NA;NA;NA;"0.47708695652173899";"0.52291304347826095";"0.4";"0.6";1;0;NA;NA;"Poland";1;0;0;0;0;0;0;1;0;0;"5548";"312";0.976;45.2054782608696;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0.097;2;1;0;41;"X"
73;5;"Wincenciak (2020)";7.09;0.85;8.34117647058824;0;0;1;0;0;964279;149;964129;8;11.2394347826087;27.9660434782609;1;0;1;0;0;0;1;0;0;0;1;2006;NA;NA;NA;NA;NA;NA;"0.47708695652173899";"0.52291304347826095";"0.4";"0.6";1;0;NA;NA;"Poland";1;0;0;0;0;0;0;1;0;0;"5548";"312";0.976;45.2054782608696;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;1;1;0;0;0.097;2;1;0;41;"X"
74;5;"Wincenciak (2020)";7.08;0.85;8.32941176470588;0;0;1;0;0;964279;150;964128;8;11.2394347826087;27.9660434782609;1;0;1;0;0;0;1;0;0;0;1;2006;NA;NA;NA;NA;NA;NA;"0.47708695652173899";"0.52291304347826095";"0.4";"0.6";1;0;NA;NA;"Poland";1;0;0;0;0;0;0;1;0;0;"5548";"312";0.976;45.2054782608696;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;1;1;0;0;0.097;2;1;0;41;"X"
75;5;"Wincenciak (2020)";6.22;0.9;6.91111111111111;0;0;1;0;0;964279;151;964127;8;11.2394347826087;27.9660434782609;1;0;1;0;0;0;1;0;0;0;1;2006;NA;NA;NA;NA;NA;NA;"0.47708695652173899";"0.52291304347826095";"0.4";"0.6";1;0;NA;NA;"Poland";1;0;0;0;0;0;0;1;0;0;"5548";"312";0.976;45.2054782608696;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;1;1;0;1;0.097;2;1;0;41;"X"
76;6;"Okuwa (2004)";1.6;2.53300826393946;0.63166;0;1;0;0;0;894;6;887;4;12;24.47;0;1;0;0;1;0;0;1;0;1;0;1995;"0";"0";"1";"0";"0.76400000000000001";"0.23599999999999999";"0.67300000000000004";"0.32700000000000001";"0.30230000000000001";"0.69769999999999999";0;1;NA;NA;"Nigeria";0;0;0;0;0;0;1;0;1;0;"994";"44";0.674;30;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;65;1;0;25;"X"
77;6;"Okuwa (2004)";12.7;2.28985611770221;5.5462;0;1;0;0;0;894;6;887;4;15;17.32;0;1;0;0;1;0;0;1;0;1;0;1995;"0";"0";"0";"1";"0.75600000000000001";"0.24399999999999999";"0.68300000000000005";"0.317";"0.41139999999999999";"0.58860000000000001";0;1;NA;NA;"Nigeria";0;0;0;0;0;0;1;0;1;0;"994";"44";0.674;37.8;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;65;1;0;25;"X"
78;6;"Okuwa (2004)";10.7;0.820904682992696;13.0344;0;1;0;0;0;894;6;887;4;17;17.32;0;1;0;0;1;0;0;1;0;1;0;1995;"0";"0";"0";"1";"0.75600000000000001";"0.24399999999999999";"0.68300000000000005";"0.317";"0.41139999999999999";"0.58860000000000001";0;1;NA;NA;"Nigeria";0;0;0;0;0;0;1;0;1;0;"994";"44";0.674;37.8;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;65;1;0;25;"X"
79;6;"Okuwa (2004)";16.7;0.829277981924719;20.138;0;1;0;0;0;894;6;887;4;18;17.32;0;1;0;0;1;0;0;1;0;1;0;1995;"0";"0";"0";"1";"0.75600000000000001";"0.24399999999999999";"0.68300000000000005";"0.317";"0.41139999999999999";"0.58860000000000001";0;1;NA;NA;"Nigeria";0;0;0;0;0;0;1;0;1;0;"994";"44";0.674;37.8;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;65;1;0;25;"X"
80;7;"Webbink (2004)";4.60282639925953;0.0476513090657081;96.5939129376809;0;0;0;0;1;63471;11;63459;3;17;9.675;0;1;0;0;1;0;0;1;0;1;0;1997;"0";"0";"0";"1";"1";"0";"0.66725000000000001";"0.33274999999999999";NA;NA;1;0;NA;NA;"Netherlands";1;0;0;0;0;0;0;1;0;0;"17971";"1451";0.939;34.975;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;25;"X"
81;7;"Webbink (2004)";4.60282639925953;0.0633943585842688;72.6062460769453;0;0;0;0;1;40819;11;40807;3;17;9.675;0;1;0;0;1;0;0;1;0;1;0;1997;"0";"0";"0";"1";"1";"0";"0.66725000000000001";"0.33274999999999999";NA;NA;1;0;NA;NA;"Netherlands";1;0;0;0;0;0;0;1;0;0;"17971";"1451";0.939;34.975;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;25;"X"
82;7;"Webbink (2004)";4.60282639925953;0.072972386749454;63.0762758941001;0;0;0;0;1;22652;11;22640;3;17;9.675;0;1;0;0;1;0;0;1;0;1;0;1997;"0";"0";"0";"1";"1";"0";"0.66725000000000001";"0.33274999999999999";NA;NA;1;0;NA;NA;"Netherlands";1;0;0;0;0;0;0;1;0;0;"17971";"1451";0.939;34.975;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;25;"X"
83;8;"Kenayathulla (2013)";12.1;0.1;121;0;0;0;1;0;36369;10;36358;4;10.475;20.417;1;0;0;0;0;1;0;1;0;1;0;2007;"7.0999999999999994E-2";"0.13150000000000001";"0.6623";"0.13519999999999999";"0.75800000000000001";"0.24199999999999999";"1";"0";NA;NA;0;1;"0.58150000000000002";"0.41849999999999998";"Malaysia";0;1;0;0;0;0;0;0;1;0;"3648";"236";0.431;37;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;1;0.025;44;1;0;34;"X"
84;8;"Kenayathulla (2013)";14.5;0.2;72.5;0;0;0;1;0;18552;10;18541;4;11.017;17.403;1;0;0;0;0;1;0;1;0;1;0;2007;"7.0999999999999994E-2";"0.13150000000000001";"0.6623";"0.13519999999999999";"0.84099999999999997";"0.15900000000000003";"0";"1";NA;NA;0;1;"0.58150000000000002";"0.41849999999999998";"Malaysia";0;1;0;0;0;0;0;0;1;0;"3648";"236";0.431;37;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;1;0.025;44;1;0;34;"X"
85;8;"Kenayathulla (2013)";15.4;0.2;77;0;0;0;1;0;18552;11;18540;4;11.017;17.403;1;0;0;0;0;1;0;1;0;1;0;2007;"7.0999999999999994E-2";"0.13150000000000001";"0.6623";"0.13519999999999999";"0.84099999999999997";"0.15900000000000003";"0";"1";NA;NA;0;1;"0.58150000000000002";"0.41849999999999998";"Malaysia";0;1;0;0;0;0;0;0;1;0;"3648";"236";0.431;37;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;1;0.025;44;1;0;34;"X"
86;8;"Kenayathulla (2013)";7.1;0.4;17.75;0;0;0;1;0;20690;10;20679;4;11.017;17.403;1;0;0;0;0;1;0;1;0;1;0;2007;"7.0999999999999994E-2";"0.13150000000000001";"0.6623";"0.13519999999999999";"0.84099999999999997";"0.15900000000000003";"0";"1";NA;NA;0;1;"0.58150000000000002";"0.41849999999999998";"Malaysia";0;1;0;0;0;0;0;0;1;0;"3648";"236";0.431;37;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;1;0;0;0;1;0.025;44;1;0;34;"X"
87;9;"Asadullah (2006)";7.1;0.2;35.5;0;0;0;1;0;5668;6;5661;12;3.522;27.109;1;0;1;0;0;0;0;1;0;1;0;2000;"0.57299999999999995";"0.13100000000000001";"0.22800000000000001";"6.8000000000000005E-2";"0.48";"0.52";"0.54410000000000003";"0.45589999999999997";NA;NA;0;1;"0.58699999999999997";"0.41300000000000003";"Bangladesh";0;0;0;0;0;1;0;0;1;0;"538";"46";0.502;42;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;1;0;0;0;1;0;0.146;187;1;0;27;"X"
88;9;"Asadullah (2006)";7.1;0.2;35.5;0;0;0;1;0;5668;7;5660;12;3.522;27.109;1;0;1;0;0;0;0;1;0;1;0;2000;"0.57299999999999995";"0.13100000000000001";"0.22800000000000001";"6.8000000000000005E-2";"0.48";"0.52";"0.54410000000000003";"0.45589999999999997";NA;NA;0;1;"0.58699999999999997";"0.41300000000000003";"Bangladesh";0;0;0;0;0;1;0;0;1;0;"538";"46";0.502;42;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;1;0;0;0;1;0;0.146;187;1;0;27;"X"
89;9;"Asadullah (2006)";-0.7;0.3;-2.33333333333333;0;0;0;1;0;20602;12;20589;12;3.522;27.109;1;0;1;0;0;0;0;1;0;1;0;2000;"0.57299999999999995";"0.13100000000000001";"0.22800000000000001";"6.8000000000000005E-2";"0.48";"0.52";"0.54410000000000003";"0.45589999999999997";NA;NA;0;1;"0.58699999999999997";"0.41300000000000003";"Bangladesh";0;0;0;0;0;1;0;0;1;0;"538";"46";0.502;42;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;1;0;1;0;0;0;1;1;0.146;187;1;0;27;"X"
90;9;"Asadullah (2006)";8.1;0.3;27;0;0;0;1;0;2343;6;2336;12;3.522;27.109;1;0;1;0;0;0;0;1;0;1;0;2000;"0.57299999999999995";"0.13100000000000001";"0.22800000000000001";"6.8000000000000005E-2";"0.48";"0.52";"0.54410000000000003";"0.45589999999999997";NA;NA;0;1;"0.58699999999999997";"0.41300000000000003";"Bangladesh";0;0;0;0;0;1;0;0;1;0;"538";"46";0.502;42;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;1;0;0;0;1;0;0.146;187;1;0;27;"X"
91;9;"Asadullah (2006)";8.1;0.3;27;0;0;0;1;0;2343;7;2335;12;3.522;27.109;1;0;1;0;0;0;0;1;0;1;0;2000;"0.57299999999999995";"0.13100000000000001";"0.22800000000000001";"6.8000000000000005E-2";"0.48";"0.52";"0.54410000000000003";"0.45589999999999997";NA;NA;0;1;"0.58699999999999997";"0.41300000000000003";"Bangladesh";0;0;0;0;0;1;0;0;1;0;"538";"46";0.502;42;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;1;0;0;0;1;0;0.146;187;1;0;27;"X"
92;9;"Asadullah (2006)";-1.1;0.5;-2.2;0;0;0;1;0;6529;12;6516;12;3.522;27.109;1;0;1;0;0;0;0;1;0;1;0;2000;"0.57299999999999995";"0.13100000000000001";"0.22800000000000001";"6.8000000000000005E-2";"0.48";"0.52";"0.54410000000000003";"0.45589999999999997";NA;NA;0;1;"0.58699999999999997";"0.41300000000000003";"Bangladesh";0;0;0;0;0;1;0;0;1;0;"538";"46";0.502;42;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;1;0;1;0;0;0;1;1;0.146;187;1;0;27;"X"
93;9;"Asadullah (2006)";5.7;0.4;14.25;0;0;0;1;0;3325;6;3318;12;3.522;27.109;1;0;1;0;0;0;0;1;0;1;0;2000;"0.57299999999999995";"0.13100000000000001";"0.22800000000000001";"6.8000000000000005E-2";"0.48";"0.52";"0.54410000000000003";"0.45589999999999997";NA;NA;0;1;"0.58699999999999997";"0.41300000000000003";"Bangladesh";0;0;0;0;0;1;0;0;1;0;"538";"46";0.502;42;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;1;0;0;0;1;0;0.146;187;1;0;27;"X"
94;9;"Asadullah (2006)";5.7;0.3;19;0;0;0;1;0;3325;7;3317;12;3.522;27.109;1;0;1;0;0;0;0;1;0;1;0;2000;"0.57299999999999995";"0.13100000000000001";"0.22800000000000001";"6.8000000000000005E-2";"0.48";"0.52";"0.54410000000000003";"0.45589999999999997";NA;NA;0;1;"0.58699999999999997";"0.41300000000000003";"Bangladesh";0;0;0;0;0;1;0;0;1;0;"538";"46";0.502;42;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;1;0;0;0;1;0;0.146;187;1;0;27;"X"
95;9;"Asadullah (2006)";-1.1;0.4;-2.75;0;0;0;1;0;14073;12;14060;12;3.522;27.109;1;0;1;0;0;0;0;1;0;1;0;2000;"0.57299999999999995";"0.13100000000000001";"0.22800000000000001";"6.8000000000000005E-2";"0.48";"0.52";"0.54410000000000003";"0.45589999999999997";NA;NA;0;1;"0.58699999999999997";"0.41300000000000003";"Bangladesh";0;0;0;0;0;1;0;0;1;0;"538";"46";0.502;42;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;1;0;1;0;0;0;1;1;0.146;187;1;0;27;"X"
